                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5400   6.2700   9.5847  0.20411E+04  0.21190E+04  0.20202E-01  0.21038E+04  0.21158E+04  0.20035E-01  0.20957E+04
   10.5400   6.0360  10.0337  0.16300E+04  0.17019E+04  0.18143E-01  0.16899E+04  0.17023E+04  0.18014E-01  0.16865E+04
   10.5400   5.7890  10.5235  0.12936E+04  0.13590E+04  0.16314E-01  0.13496E+04  0.13620E+04  0.16217E-01  0.13495E+04
   10.5400   5.5280  11.0609  0.10196E+04  0.10786E+04  0.14708E-01  0.10711E+04  0.10833E+04  0.14638E-01  0.10733E+04
   10.5400   5.2530  11.6548  0.79765E+03  0.85024E+03  0.13255E-01  0.84412E+03  0.85594E+03  0.13207E-01  0.84780E+03
   10.5400   4.9640  12.3164  0.61889E+03  0.66517E+03  0.11908E-01  0.66017E+03  0.67134E+03  0.11878E-01  0.66468E+03
   10.5400   4.6580  13.0604  0.47586E+03  0.51627E+03  0.10756E-01  0.51212E+03  0.52257E+03  0.10741E-01  0.51704E+03
   10.5400   4.3360  13.9067  0.36215E+03  0.39706E+03  0.96979E-02  0.39356E+03  0.40319E+03  0.96964E-02  0.39853E+03
   10.5400   3.9960  14.8827  0.27241E+03  0.30235E+03  0.87700E-02  0.29933E+03  0.30816E+03  0.87789E-02  0.30414E+03
   10.5400   3.6370  16.0274  0.20213E+03  0.22762E+03  0.79608E-02  0.22496E+03  0.23301E+03  0.79783E-02  0.22947E+03
   10.5400   3.2590  17.3992  0.14751E+03  0.16907E+03  0.72260E-02  0.16666E+03  0.17399E+03  0.72505E-02  0.17077E+03
   10.5400   2.8600  19.0894  0.10542E+03  0.12362E+03  0.65941E-02  0.12136E+03  0.12806E+03  0.66243E-02  0.12504E+03
   10.5400   2.4390  21.2518  0.73265E+02  0.88667E+02  0.60622E-02  0.86456E+02  0.92675E+02  0.60975E-02  0.89724E+02
