 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5400   3.3850  14.5332   0.1700   2.2832  0.14021E+04  0.14019E+04  0.16043E+00  0.18134E+04  0.57568E+00  0.49598E+02  0.17632E+04  0.10017E+01
   10.5400   2.9930  15.8812   0.1700   2.4082  0.99377E+03  0.99367E+03  0.10018E+00  0.13390E+04  0.52909E+00  0.45219E+02  0.12932E+04  0.10019E+01
   10.5400   2.5800  17.5813   0.1701   2.5404  0.68496E+03  0.68490E+03  0.60885E-01  0.97439E+03  0.48695E+00  0.42452E+02  0.93145E+03  0.10022E+01
   10.5400   2.1440  19.8289   0.1701   2.6797  0.45434E+03  0.45430E+03  0.35651E-01  0.69797E+03  0.45126E+00  0.41338E+02  0.65618E+03  0.10027E+01
   10.5400   1.6840  23.0183   0.1701   2.8264  0.28450E+03  0.28448E+03  0.19726E-01  0.49128E+03  0.42235E+00  0.42048E+02  0.44881E+03  0.10034E+01
   10.5400   1.1980  28.1120   0.1699   2.9792  0.16140E+03  0.16139E+03  0.99081E-02  0.33876E+03  0.40608E+00  0.45058E+02  0.29329E+03  0.10046E+01
   10.5400   0.6870  38.4765   0.1701   3.1446  0.73622E+02  0.73618E+02  0.39915E-02  0.22059E+03  0.41276E+00  0.50117E+02  0.17006E+03  0.10080E+01
   10.5400   0.1470  93.9802   0.1699   3.3139  0.12232E+02  0.12231E+02  0.58712E-03  0.83462E+02  0.58548E+01  0.34041E+02  0.43566E+02  0.10415E+01
   10.5400   7.6660   6.4620   0.1904   1.0267  0.68119E+05  0.68060E+05  0.58606E+02  0.69072E+05  0.10424E+01  0.11654E+04  0.67905E+05  0.10006E+01
   10.5400   7.5080   6.7061   0.1903   1.0828  0.56076E+05  0.56033E+05  0.43057E+02  0.57174E+05  0.94532E+00  0.91155E+03  0.56262E+05  0.10007E+01
   10.5400   7.3420   6.9650   0.1903   1.1421  0.46033E+05  0.46002E+05  0.31441E+02  0.47203E+05  0.85595E+00  0.71321E+03  0.46489E+05  0.10008E+01
   10.5400   7.1660   7.2405   0.1902   1.2046  0.37653E+05  0.37630E+05  0.22806E+02  0.38845E+05  0.77761E+00  0.55824E+03  0.38286E+05  0.10009E+01
   10.5400   6.9810   7.5343   0.1902   1.2705  0.30684E+05  0.30668E+05  0.16438E+02  0.31861E+05  0.70534E+00  0.43745E+03  0.31422E+05  0.10009E+01
   10.5400   6.7860   7.8487   0.1902   1.3401  0.24898E+05  0.24886E+05  0.11769E+02  0.26032E+05  0.63972E+00  0.34338E+03  0.25688E+05  0.10010E+01
   10.5400   6.5800   8.1863   0.1902   1.4134  0.20104E+05  0.20096E+05  0.83680E+01  0.21179E+05  0.58101E+00  0.27028E+03  0.20908E+05  0.10011E+01
   10.5400   6.3630   8.5502   0.1902   1.4907  0.16148E+05  0.16142E+05  0.59082E+01  0.17152E+05  0.52740E+00  0.21354E+03  0.16938E+05  0.10011E+01
   10.5400   6.1340   8.9443   0.1902   1.5724  0.12894E+05  0.12890E+05  0.41405E+01  0.13820E+05  0.47897E+00  0.16942E+03  0.13650E+05  0.10012E+01
   10.5400   5.8930   9.3731   0.1902   1.6586  0.10231E+05  0.10228E+05  0.28797E+01  0.11073E+05  0.43439E+00  0.13519E+03  0.10938E+05  0.10013E+01
   10.5400   5.6380   9.8424   0.1902   1.7493  0.80600E+04  0.80580E+04  0.19866E+01  0.88196E+04  0.39505E+00  0.10870E+03  0.87105E+04  0.10013E+01
   10.5400   5.3690  10.3594   0.1901   1.8449  0.63010E+04  0.62996E+04  0.13589E+01  0.69789E+04  0.35942E+00  0.88178E+02  0.68903E+04  0.10014E+01
   10.5400   5.0860  10.9333   0.1901   1.9461  0.48844E+04  0.48835E+04  0.92102E+00  0.54827E+04  0.32632E+00  0.72195E+02  0.54102E+04  0.10015E+01
   10.5400   4.7870  11.5759   0.1901   2.0525  0.37508E+04  0.37502E+04  0.61817E+00  0.42741E+04  0.29693E+00  0.59836E+02  0.42140E+04  0.10016E+01
   10.5400   4.4720  12.3031   0.1901   2.1650  0.28502E+04  0.28498E+04  0.41041E+00  0.33038E+04  0.27002E+00  0.50312E+02  0.32532E+04  0.10017E+01
   10.5400   4.1390  13.1367   0.1901   2.2833  0.21399E+04  0.21396E+04  0.26921E+00  0.25301E+04  0.24632E+00  0.43001E+02  0.24868E+04  0.10019E+01
   10.5400   3.7880  14.1068   0.1901   2.4081  0.15845E+04  0.15843E+04  0.17416E+00  0.19177E+04  0.22488E+00  0.37470E+02  0.18800E+04  0.10021E+01
   10.5400   3.4180  15.2581   0.1900   2.5398  0.11540E+04  0.11539E+04  0.11081E+00  0.14367E+04  0.20548E+00  0.33335E+02  0.14032E+04  0.10023E+01
   10.5400   3.0280  16.6585   0.1900   2.6789  0.82346E+03  0.82339E+03  0.69074E-01  0.10624E+04  0.18802E+00  0.30469E+02  0.10317E+04  0.10026E+01
   10.5400   2.6170  18.4191   0.1901   2.8261  0.57228E+03  0.57223E+03  0.41925E-01  0.77387E+03  0.17231E+00  0.28739E+02  0.74495E+03  0.10030E+01
   10.5400   2.1830  20.7361   0.1901   2.9810  0.38359E+03  0.38356E+03  0.24548E-01  0.55442E+03  0.15910E+00  0.28214E+02  0.52605E+03  0.10036E+01
   10.5400   1.7250  24.0009   0.1901   3.1440  0.24355E+03  0.24354E+03  0.13614E-01  0.38997E+03  0.14848E+00  0.29071E+02  0.36075E+03  0.10046E+01
   10.5400   1.2420  29.1501   0.1900   3.3160  0.14096E+03  0.14096E+03  0.68771E-02  0.26847E+03  0.14129E+00  0.31705E+02  0.23662E+03  0.10064E+01
   10.5400   0.7330  39.3274   0.1901   3.4992  0.66823E+02  0.66820E+02  0.28376E-02  0.17744E+03  0.14246E+00  0.36536E+02  0.14076E+03  0.10110E+01
   10.5400   0.1950  84.0121   0.1897   3.6818  0.14004E+02  0.14004E+02  0.52025E-03  0.71628E+02  0.13676E+01  0.28924E+02  0.41337E+02  0.10451E+01
   10.5400   7.9400   6.3492   0.2104   1.0266  0.78378E+05  0.78311E+05  0.66905E+02  0.77362E+05  0.49351E+00  0.13280E+04  0.76033E+05  0.10008E+01
   10.5400   7.7980   6.5803   0.2105   1.0829  0.64743E+05  0.64693E+05  0.49944E+02  0.64238E+05  0.44317E+00  0.10364E+04  0.63201E+05  0.10009E+01
   10.5400   7.6470   6.8244   0.2104   1.1421  0.53334E+05  0.53297E+05  0.37043E+02  0.53207E+05  0.40028E+00  0.80792E+03  0.52399E+05  0.10010E+01
   10.5400   7.4880   7.0829   0.2103   1.2046  0.43821E+05  0.43794E+05  0.27279E+02  0.43959E+05  0.36135E+00  0.62939E+03  0.43329E+05  0.10011E+01
   10.5400   7.3210   7.3572   0.2103   1.2706  0.35907E+05  0.35887E+05  0.19948E+02  0.36224E+05  0.32555E+00  0.49024E+03  0.35734E+05  0.10011E+01
   10.5400   7.1440   7.6491   0.2103   1.3400  0.29327E+05  0.29312E+05  0.14487E+02  0.29763E+05  0.29438E+00  0.38187E+03  0.29380E+05  0.10012E+01
   10.5400   6.9580   7.9606   0.2103   1.4134  0.23868E+05  0.23858E+05  0.10445E+02  0.24374E+05  0.26564E+00  0.29773E+03  0.24076E+05  0.10013E+01
   10.5400   6.7620   8.2940   0.2103   1.4909  0.19346E+05  0.19339E+05  0.74772E+01  0.19888E+05  0.23968E+00  0.23260E+03  0.19656E+05  0.10014E+01
   10.5400   6.5540   8.6522   0.2102   1.5723  0.15607E+05  0.15602E+05  0.53146E+01  0.16162E+05  0.21730E+00  0.18231E+03  0.15980E+05  0.10014E+01
   10.5400   6.3360   9.0386   0.2102   1.6585  0.12527E+05  0.12523E+05  0.37479E+01  0.13075E+05  0.19611E+00  0.14336E+03  0.12931E+05  0.10015E+01
   10.5400   6.1050   9.4572   0.2102   1.7491  0.99969E+04  0.99943E+04  0.26234E+01  0.10525E+05  0.17771E+00  0.11337E+03  0.10411E+05  0.10016E+01
   10.5400   5.8620   9.9130   0.2102   1.8449  0.79288E+04  0.79270E+04  0.18213E+01  0.84268E+04  0.16074E+00  0.90198E+02  0.83364E+04  0.10017E+01
   10.5400   5.6060  10.4122   0.2102   1.9460  0.62457E+04  0.62445E+04  0.12538E+01  0.67069E+04  0.14528E+00  0.72316E+02  0.66344E+04  0.10018E+01
   10.5400   5.3350  10.9627   0.2101   2.0523  0.48827E+04  0.48818E+04  0.85574E+00  0.53041E+04  0.13178E+00  0.58556E+02  0.52454E+04  0.10019E+01
   10.5400   5.0500  11.5743   0.2101   2.1647  0.37858E+04  0.37852E+04  0.57846E+00  0.41646E+04  0.11926E+00  0.47883E+02  0.41166E+04  0.10020E+01
   10.5400   4.7490  12.2601   0.2101   2.2831  0.29083E+04  0.29079E+04  0.38711E+00  0.32452E+04  0.10812E+00  0.39666E+02  0.32054E+04  0.10021E+01
   10.5400   4.4320  13.0374   0.2101   2.4083  0.22112E+04  0.22110E+04  0.25613E+00  0.25072E+04  0.97915E-01  0.33357E+02  0.24737E+04  0.10022E+01
   10.5400   4.0970  13.9298   0.2101   2.5399  0.16616E+04  0.16615E+04  0.16742E+00  0.19191E+04  0.88968E-01  0.28562E+02  0.18905E+04  0.10024E+01
   10.5400   3.7440  14.9709   0.2101   2.6789  0.12316E+04  0.12315E+04  0.10785E+00  0.14536E+04  0.80832E-01  0.24985E+02  0.14285E+04  0.10027E+01
   10.5400   3.3720  16.2097   0.2101   2.8258  0.89793E+03  0.89786E+03  0.68291E-01  0.10879E+04  0.73474E-01  0.22395E+02  0.10655E+04  0.10030E+01
   10.5400   2.9790  17.7223   0.2100   2.9802  0.64146E+03  0.64142E+03  0.42358E-01  0.80338E+03  0.67125E-01  0.20674E+02  0.78264E+03  0.10034E+01
   10.5400   2.5650  19.6333   0.2100   3.1435  0.44616E+03  0.44614E+03  0.25553E-01  0.58392E+03  0.61418E-01  0.19752E+02  0.56411E+03  0.10039E+01
